,Carimbo de data/hora,Nome de usuário,Nome,Curso de graduação,Você estuda majoritariamente em qual turno?,"Para você, quais são os horários de aula ideais?","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira profissional?
(avalie de 1 a 5)","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira acadêmica?
(avalie de 1 a 5)",Espaço para observações ou comentários adicionais,"Para você, quais são os horários de aula ideais?.1","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira profissional?
(avalie de 1 a 5).1","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira acadêmica?
(avalie de 1 a 5).1",Espaço para observações ou comentários adicionais.1,"Para você, quais são os horários de aula ideais?.2","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira profissional?
(avalie de 1 a 5).2","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira acadêmica?
(avalie de 1 a 5).2",Espaço para observações ou comentários adicionais.2,Unnamed: 17
214,2023/11/25 7:29:28 AM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,7:30 - 11:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,"Quando as aulas da mesma matéria e turma ocorrem em horários diferentes é muito prejucial para montar a grade de horários. Por fim nenhuma aula deveria ocorrer no horário de 12:00-12:50 atrapalha o horário de almoço e atrapalha muito quando o estágio é de 6h.Essa quebra nos horários e a necessidade de ficar o dia inteiro na universidade, afasta principalmente os estudantes com rendas mais baixas que não podem ficar por conta somente da faculdade, mas precisam trabalhar ou até mesmo fazer um estágio porque muitas vezes nem um estágio cabe nas nossas grades.",,,,,
215,2023/11/25 8:24:56 AM GMT-3,redacted,redacted,Engenharia de Sistemas,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,4.0,3.0,,,,,,
216,2023/11/25 8:34:10 AM GMT-3,redacted,redacted,Engenharia Mecânica,Matutino,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,1.0,4.0,,,,,,,,,,
217,2023/11/25 8:37:29 AM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10,5.0,5.0,,,,,,,,,,
218,2023/11/25 9:21:42 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,5.0,3.0,,,,,,,,,,
219,2023/11/25 9:37:35 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,"7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35;Ou matutino, ou noturno.",5.0,5.0,"A indefinição de um turno específico para o curso me atrapalha muito em vários aspectos, assim como sei que também atrapalha meus colegas. Caso houvesse a possibilidade de fixar um turno, qualquer que seja, me ajudaria muito, e acredito que também ajudaria muitas outras pessoas. Acredito também que o curso de Engenharia Civil, pelo tamanho que tem, poderia ter uma turma noturna.",,,,,,,,,
220,2023/11/25 10:41:01 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10,5.0,3.0,,,,,,,,,,
221,2023/11/25 10:49:50 AM GMT-3,redacted,redacted,Engenharia Elétrica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,
222,2023/11/25 12:14:51 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,5.0,3.0,,
223,2023/11/25 12:20:31 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,3.0,,,,,,
224,2023/11/25 1:33:20 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,3.0,,,,,,,,,,
225,2023/11/25 1:46:21 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,5.0,4.0,"É muito difícil conseguir fazer alguma matéria optativa no horário noturno. No geral ocorre no horário da manhã para de tarde, sendo muito difícil para quem trabalha.",
226,2023/11/25 1:50:31 PM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,4.0,3.0,,,,,,,,,,
227,2023/11/25 1:51:47 PM GMT-3,redacted,redacted,Engenharia Mecânica,Matutino,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,5.0,4.0,,,,,,,,,,
228,2023/11/25 2:15:09 PM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;13:00 - 16:30,4.0,4.0,,,,,,,,,,
229,2023/11/25 2:53:56 PM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10;19:00 - 22:35,4.0,4.0,,,,,,,,,,
230,2023/11/25 3:13:19 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,4.0,4.0,"Acho complicado aulas muito cedo, como às 7h30, porque muitos alunos moram muito longe, eu por exemplo tenho que pegar dois ônibus e acordar muito cedo. E, às vezes, tenho aula esse horário e depois outra só na parte da tarde, prejudicando a procura de estágios ou trabalhar por fora, quem necessita trabalhar para custear os seus gastos e não pode depender só dos pais para custear tudo. ",,,,,
231,2023/11/25 7:35:40 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,4.0,,,,,,
232,2023/11/25 7:38:41 PM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;19:00 - 22:35,5.0,5.0,,,,,,,,,,
233,2023/11/25 8:10:14 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,4.0,3.0,,,,,,
234,2023/11/25 10:38:12 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,14:00 - 17:30;15:00 - 18:30;17:00 - 20:55,5.0,5.0,,,,,,
235,2023/11/25 10:42:59 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,4.0,1.0,,,,,,
236,2023/11/26 7:25:38 AM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;19:00 - 22:35,5.0,5.0,Os horários atrapalha está conectado ao mercado ,,,,,,,,,
237,2023/11/26 11:51:39 AM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
238,2023/11/26 3:20:50 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
239,2023/11/27 7:51:42 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;18:00 - 21:55,3.0,1.0,,,,,,,,,,
240,2023/11/27 9:44:10 AM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,4.0,5.0,,
241,2023/11/27 10:38:54 AM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,4.0,4.0,,
242,2023/11/27 11:09:50 AM GMT-3,redacted,redacted,Engenharia de Minas,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
243,2023/11/27 11:49:09 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,8:30 - 12:10;14:00 - 17:30,5.0,5.0,,,,,,,,,,
244,2023/11/27 1:33:31 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,3.0,5.0,,
245,2023/11/27 1:37:30 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,7:30 - 11:10;8:30 - 12:10;15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,4.0,,
246,2023/11/27 1:37:31 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,19:00 - 22:35,5.0,5.0,O curso noturno possui aulas que se inciam às 17 horas ou antes(laboratórios e optativas) este horário exige que eu tenha que sair do emprego(não é estagio!)antes do horário de término do expediente.Prejudica minha credibilidade no emprego e meu desempenho na faculdade visto que sempre chego cansada da correria para chegar no horário.,
247,2023/11/27 1:37:48 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,19:00 - 22:35,3.0,3.0,,
248,2023/11/27 1:37:48 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,"Deveriam ter mais disciplinas na sexta-feira, mesmo que optativas. Além dos horários diversos, essa falta de oferta prejudica muito o tempo de formatura.",
249,2023/11/27 1:38:05 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,2.0,4.0,,
250,2023/11/27 1:38:13 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,8:30 - 12:10;15:00 - 18:30;19:00 - 22:35,5.0,3.0,,
251,2023/11/27 1:40:10 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,7:30 - 11:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,3.0,4.0,,
252,2023/11/27 1:40:19 PM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10,4.0,2.0,,,,,,,,,,
253,2023/11/27 1:42:09 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,19:00 - 22:35,3.0,3.0,"No noturno, as disciplinas obrigatórias costumam ter horário padrão. Nosso problema é com as optativas que costumam ser ofertadas antes das 19h.

Isso atrapalha os alunos que trabalham!",
254,2023/11/27 1:42:21 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,19:00 - 22:35,5.0,5.0,"Disciplinas de 45 horas, a não oferta de aula na sexta feira bem como o restrito horário de oferta de optativas. São aspectos prejudiciais na carreira acadêmica",
255,2023/11/27 1:42:51 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,18:00 - 21:55,4.0,4.0,,
256,2023/11/27 1:43:12 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,18h00 - 22h35,4.0,2.0,,
257,2023/11/27 1:43:44 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,3.0,3.0,"Os horários das optativas são únicos para o noturno e diurno.  Na maior parte das vezes, coincide com o horário das disciplinas obrigatórias do noturno. Caso estabeleça um horário certo para o noturno e o diurno, creio que seria ideia estabelecer que o horário intermediário seria para as optativas ( 17 as 19h )",
258,2023/11/27 1:44:06 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,,,,,
259,2023/11/27 1:45:19 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,19:00 - 22:35,2.0,2.0,,
260,2023/11/27 1:45:42 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,5.0,4.0,,,,,,,,,,
261,2023/11/27 1:49:06 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,5.0,5.0,,
262,2023/11/27 1:50:36 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10;18:00 - 21:55;19:00 - 22:35,5.0,5.0,"Muitos professores possuem a preferência por não dar aula 7h30, e sim 9h30. Isso faz com que uma grande quantidade de aulas do certificado de SEE seja ofertada nesse horário e não seja possível fazer várias disciplinas ",,,,,,,,,
263,2023/11/27 1:53:18 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,5.0,5.0,,
264,2023/11/27 1:55:30 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;19:00 - 22:35,5.0,3.0,,,,,,
265,2023/11/27 1:56:56 PM GMT-3,redacted,redacted,Engenharia de Minas,Vespertino,,,,,15:00 - 18:30;17:00 - 20:55,4.0,3.0,,,,,,
266,2023/11/27 1:57:53 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,4.0,4.0,,,,,,
267,2023/11/27 2:08:31 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,2.0,,,,,,,,,,
268,2023/11/27 2:10:47 PM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10;17:00 - 20:55;18:00 - 21:55,5.0,5.0,não consigo fazer estágio por ter aula em dois turnos diferentes ,,,,,,,,,
269,2023/11/27 2:11:08 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,19:00 - 22:35,5.0,3.0,,
270,2023/11/27 2:14:57 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,4.0,,
271,2023/11/27 2:16:14 PM GMT-3,redacted,redacted,Engenharia Mecânica,Matutino,7:30 - 11:10;18:00 - 21:55,5.0,5.0,"Aulas no horário da tarde ao invés de no horário da manhã para cursos matutinos impedem de estagiar, horários de aula até as 22:45 é horrível de voltar para casa",,,,,,,,,
272,2023/11/27 2:27:45 PM GMT-3,redacted,redacted,Engenharia Mecânica,Vespertino,,,,,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,3.0,"ser do diurno é praticamente inviável fazer estágio, ter materia das 13 as 16:30 e ficar com o resto da tarde livre quebra o horário de todo mundo, se as aulas fossem das 15 as 18:30 ou algo do tipo ja ajudaria infinitamente ",,,,,
273,2023/11/27 2:45:40 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,
274,2023/11/27 2:51:09 PM GMT-3,redacted,redacted,Engenharia Mecânica,Matutino,7:30 - 11:10;13:00 - 16:30,5.0,3.0,,,,,,,,,,
275,2023/11/27 3:06:44 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,19:00 - 22:35,1.0,1.0,,
276,2023/11/27 3:10:57 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,19:00 - 22:35,5.0,5.0,,
277,2023/11/27 3:17:52 PM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,14:00 - 17:30;15:00 - 18:30;16:00 - 19:30,4.0,4.0,,,,,,
278,2023/11/27 3:39:04 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,3.0,3.0,,
279,2023/11/27 3:57:12 PM GMT-3,redacted,redacted,Engenharia Mecânica,Vespertino,,,,,14:00 - 17:30;15:00 - 18:30,4.0,4.0,A diversidade de horários prejudica muito as pessoas que moram longe da universidade e faz com que fique ainda mais difícil conseguir um estágio.,,,,,
280,2023/11/27 4:20:11 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;19:00 - 22:35,5.0,3.0,"Os horários muito espaçados dificultam muito o estabelecimento de uma rotina. Isso me afeta em ansiedade (porque necessariamente a disposição das tarefas varia muito ao longo da semana), execução de atividades extracurriculares (tanto acadêmicas quanto de vida pessoal) e busca por estágio. ",,,,,
281,2023/11/27 4:43:21 PM GMT-3,redacted,redacted,Engenharia Mecânica,Vespertino,,,,,7:30 - 11:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35;07:00 a 09:30,5.0,5.0,Os horários deveriam respeitar mais o horário comercial.,,,,,
282,2023/11/27 5:04:11 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,18:00 - 21:55,2.0,5.0,,
283,2023/11/27 5:06:17 PM GMT-3,redacted,redacted,Engenharia Elétrica,Noturno,,,,,,,,,19:00 - 22:35,5.0,5.0,Difícil trabalhar com esses horários. ,
284,2023/11/27 5:19:30 PM GMT-3,redacted,redacted,Engenharia Elétrica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,5.0,4.0,,,,,,
285,2023/11/27 5:33:34 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,19:00 - 22:35,5.0,5.0,,
286,2023/11/27 6:30:10 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,3.0,3.0,Como sou do noturno eu não tenho grande espaço de te.po entreminhas disciplinas,
287,2023/11/27 6:32:23 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,19:00 - 22:35,3.0,3.0,,
288,2023/11/27 8:55:22 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,4.0,4.0,,
289,2023/11/27 9:04:22 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;15:00 - 18:30,5.0,4.0,,,,,,
290,2023/11/27 9:08:17 PM GMT-3,redacted,redacted,Engenharia Mecânica,Vespertino,,,,,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,4.0,3.0,,,,,,
291,2023/11/27 9:10:25 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,4.0,4.0,,
292,2023/11/28 7:00:23 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,É horrível ter que explicar no estágio que vou ter que mudar o turno de ir porque simplesmente meu curso saiu de todo a tarde para todo de manhã de um semestre para o outro. Sem contar nas janelas que podem ter muitas horas. Já vi janelas de quase 4 horas de distância. ,,,,,,,,,
293,2023/11/28 9:15:36 AM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,15:00 - 18:30,5.0,4.0,,,,,,
294,2023/11/28 10:49:43 AM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,5.0,3.0,,
295,2023/11/28 10:57:17 AM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,2.0,5.0,,
296,2023/11/28 11:27:15 AM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,2.0,5.0,,
297,2023/11/28 11:32:31 AM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,
298,2023/11/28 11:33:20 AM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,4.0,4.0,"Acho interessante colocar todos os horários mais próximos possíveis um do outro, e todos num turno só, mas isso seria feito por semestre? Por exemplo, as matérias do 5º período seriam todas de tarde, e as matérias do 6º período todas de manhã (é algo que já acontece em parte do curso da civil).",,,,,
299,2023/11/28 11:34:36 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,4.0,4.0,,,,,,,,,,
300,2023/11/28 12:48:19 PM GMT-3,redacted,redacted,Engenharia Civil,Matutino,8:30 - 12:10,5.0,5.0,"Os horários foram feitos pensados em quem tem 4 a 5 anos disponíveis apenas para estudo, o que exclui as pessoas de baixa renda que PRECISAM/NECESSITAM trabalhar para compor a renda familiar. Os auxílios da fump não são nem de longe suficientes pra repor o desfalque dá renda familiar mais as despesas com a faculdade (transporte e alimentação). Sendo assim, ou conserta os horários e ajuda os menos abastados a estudar e trabalhar ou aumenta e muito o patrocínio estudantil. Como eu sei que a segunda opção é quase ilusória na atual circunstância, a primeira seria a mais viável no momento. Ps: eu gostaria muito de ter 4 a 5 anos dedicados 100% aos estudos, mas sobreviver é mais importante, infelizmente. ",,,,,,,,,
301,2023/11/28 12:52:50 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,14:00 - 17:30;15:00 - 18:30,5.0,5.0,,,,,,
302,2023/11/28 1:04:09 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,7:30 - 11:10,5.0,4.0,"Na verdade, o que mais prejudica no meu curso é não ter o curso no horário noturno. Pois, trabalho e estudo e muitas vezes é difícil conseguir horário para fazer as matérias devido a não concentração em uma faixa de horário das disciplinas. Tenho disciplinas a tarde, que é o horário de trabalho e para fazê-las tenho que fazer todo um planejamento e logística para no semestre. E a dor de cabeça é maior quando se é reprovado nela.",,,,,,,,,
303,2023/11/28 1:25:32 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
304,2023/11/28 1:27:58 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,3.0,4.0,,,,,,
305,2023/11/28 1:28:07 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,8:30 - 12:10;14:00 - 17:30,3.0,4.0,"Os espaçamentos entre as aulas atrapalha bastante pois são espaçamentos que acabam não sendo bons para estudar, visto que o estudo fica “picado” em vários horários ao invés de contínuo a partir de um certo momento do dia. Fora que existem dias que precisamos chegar na faculdade as 7:30 para uma aula e ter outra aula apenas as 16:35, e nesse intervalo não temos aula alguma ",,,,,,,,,
306,2023/11/28 1:28:10 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,13:00 - 16:30,3.0,2.0,,,,,,
307,2023/11/28 1:28:54 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,1.0,,,,,,
308,2023/11/28 1:29:36 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,3.0,4.0,,,,,,
309,2023/11/28 1:30:22 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;8:30 - 12:10,4.0,2.0,,,,,,,,,,
310,2023/11/28 1:30:23 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,"Essa diversidade de horários atrapalha no trabalho, na vida pessoal, na vida academia, na elaboração de uma rotina.",,,,,,,,,
311,2023/11/28 1:30:28 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,3.0,4.0,,,,,,
312,2023/11/28 1:30:30 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,17:00 - 20:55;18:00 - 21:55,5.0,3.0,,,,,,
313,2023/11/28 1:30:42 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10,5.0,3.0,,,,,,,,,,
314,2023/11/28 1:31:15 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,13:00 - 16:30;14:00 - 17:30,5.0,5.0,,,,,,
315,2023/11/28 1:31:58 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,5.0,,,,,,
316,2023/11/28 1:31:59 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,"Esses horários letivos da UFMG prejudicam demais o estudante que necessita trabalhar para se sustentar na capital mineira, sendo assim uma instituição elitista. O ideal seria que tivéssemos uma melhor oportunidade para trabalharmos e juntamente estudarmos, carga horária pesada demais e com conteúdos desnecessários, alheios ao que serão colocados em prática no mercado de trabalho.",,,,,,,,,
317,2023/11/28 1:32:10 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,8:30 - 12:10;14:00 - 17:30,4.0,4.0,,,,,,
318,2023/11/28 1:32:14 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
319,2023/11/28 1:32:30 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;19:00 - 22:35,5.0,3.0,,,,,,,,,,
320,2023/11/28 1:37:29 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,2.0,5.0,,,,,,
321,2023/11/28 1:37:34 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,5.0,5.0,"Tanto profissional quanto academicamente, a diversidade de horários e inconsistência deles, torna um planejamento de fim de curso completamente dependente de professores e gerentes aceitarem as limitações dos alunos, mas sempre prejudica os dois lados.",,,,,,,,,
322,2023/11/28 1:37:43 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;O curso é integral ,5.0,5.0,,,,,,,,,,
323,2023/11/28 1:38:37 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,3.0,,,,,,
324,2023/11/28 1:39:21 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,14:00 - 17:30,3.0,3.0,,,,,,
325,2023/11/28 1:40:17 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,3.0,3.0,,,,,,
326,2023/11/28 1:40:54 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;8:30 - 12:10;19:00 - 22:35,3.0,4.0,,,,,,,,,,
327,2023/11/28 1:46:08 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,4.0,3.0,,,,,,
328,2023/11/28 1:47:12 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;8:30 - 12:10;14:00 - 17:30;15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,2.0,,,,,,,,,,
329,2023/11/28 1:48:10 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,
